Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1497984,Hopper (Basic Art),Rolf Günter Renner,"Renner, Rolf Günter",,"=""3822805432""","=""9783822805435""",0,TASCHEN,Paperback,96,1994,1990,,2014/06/13,to-read,to-read (#155),to-read,,,,0,0
259710,Lichtenstein: 1923-1997 (Basic Art),Janis Hendrickson,"Hendrickson, Janis",,"=""3822896330""","=""9783822896334""",0,TASCHEN,Paperback,96,1994,1990,,2014/06/13,to-read,to-read (#154),to-read,,,,0,0
1466579,International Style,Hasan-Uddin Khan,"Khan, Hasan-Uddin",,"=""3822812293""","=""9783822812297""",0,TASCHEN,Paperback,240,2001,1998,,2014/06/13,to-read,to-read (#153),to-read,,,,0,0
2491470,The Maya: Palaces and Pyramids of the Rain Forest,Henri Stierlin,"Stierlin, Henri",Anne Stierlin,"=""3822812412""","=""9783822812419""",0,TASCHEN,Paperback,237,2001,1994,,2014/06/13,to-read,to-read (#152),to-read,,,,0,0
4009059,DD 05 R&SIE: Corrupted Biotopes,François Roche,"Roche, François",,"=""8995359870""","=""9788995359877""",0,Damdi,Paperback,176,2005,,,2014/06/13,to-read,to-read (#151),to-read,,,,0,0
268166,Contemporary Techniques in Architecture (Architectural Design),Ali Rahim,"Rahim, Ali",,"=""0470843209""","=""9780470843208""",0,Academy Press,Paperback,128,2002,2002,,2014/06/13,to-read,to-read (#150),to-read,,,,0,0
2569684,Portable Architecture (Architectural Design),Robert Kronenburg,"Kronenburg, Robert",,"=""0471984221""","=""9780471984221""",0,Academy Press,Paperback,114,1999,1996,,2014/06/13,to-read,to-read (#149),to-read,,,,0,0
18753581,An Illustrated Book of Bad Arguments,Ali Almossawi,"Almossawi, Ali",Alejandro Giraldo,"=""098993120X""","=""9780989931205""",0,JasperCollins Publishers,Hardcover,56,2013,2013,,2014/06/13,to-read,to-read (#148),to-read,,,,0,0
10862989,Next Generation Architecture (Paperback),Rosa,"Rosa, Rosa",,"=""0500284520""","=""9780500284520""",0,THAMES HUDSON,Paperback,,1999,,,2014/06/13,to-read,to-read (#147),to-read,,,,0,0
776883,Architecture And Computers,James M. Steele,"Steele, James M.",,"=""1856692205""","=""9781856692205""",0,LAURENCE KING,Paperback,1000,1999,2001,,2014/06/13,to-read,to-read (#146),to-read,,,,0,0
183297,Building Construction Illustrated,Francis D.K. Ching,"Ching, Francis D.K.",Cassandra Adams,"=""0471358983""","=""9780471358985""",0,Wiley,Paperback,464,2000,2014,,2014/06/13,to-read,to-read (#145),to-read,,,,0,0
17345206,Drawing Ideas: A Hand-Drawn Approach for Better Design,Mark Baskinger,"Baskinger, Mark",William Bardel,"=""0385344627""","=""9780385344623""",0,Watson-Guptill,Hardcover,304,2013,2013,,2014/06/13,to-read,to-read (#143),to-read,,,,0,0
146299,Rapid Viz: A New Method for the Rapid Visualization of Ideas,Kurt Hanks,"Hanks, Kurt",Larry Belliston,"=""159863268X""","=""9781598632682""",0,Cengage Learning Ptr,Paperback,200,2006,1990,,2014/06/13,to-read,to-read (#142),to-read,,,,0,0
1667922,Gcse Maths: The Modular Course,David Bowles,"Bowles, David",Paul Metcalf,"=""0748755101""","=""9780748755103""",0,Nelson Thornes,Paperback,592,2000,1998,,2014/06/13,to-read,to-read (#138),to-read,,,,0,0
10507013,Basic Physics 1 and 2 (Cambridge Modular Sciences),University of Cambridge Local Examinations Syndicate,"Syndicate, University of Cambridge Local Examinations",,"=""0521485029""","=""9780521485029""",0,Cambridge University Press,Paperback,192,1995,1995,,2014/06/13,to-read,to-read (#136),to-read,,,,0,0
9966438,Foundation Physics (Cambridge Modular Sciences),University of Cambridge Local Examinations Syndicate,"Syndicate, University of Cambridge Local Examinations",,"=""0521421977""","=""9780521421973""",0,Cambridge University Press,Paperback,96,1995,1995,,2014/06/13,to-read,to-read (#135),to-read,,,,0,0
14805759,Advanced Physics,Keith Gibbs,"Gibbs, Keith",,"=""0521399858""","=""9780521399852""",0,Cambridge University Press,Paperback,503,1991,1991,,2014/06/13,to-read,to-read (#134),to-read,,,,0,0
134688,"Engineering Materials Volume 1, Second Edition",D R H Jones,"Jones, D R H",David R.H. Jones,"=""0750630817""","=""9780750630818""",0,Butterworth-Heinemann,Paperback,320,1996,1996,,2014/06/13,to-read,to-read (#133),to-read,,,,0,0
5495311,"Newnes Engineering Materials Pocket Book, Second Edition (Newnes Pocket Books)",W. Bolton,"Bolton, W.",,"=""0750628863""","=""9780750628860""",0,Newnes,Hardcover,256,1996,1996,,2014/06/13,to-read,to-read (#132),to-read,,,,0,0
1810765,Subtraction: Aspects of Essential Design,Alexander Gelman,"Gelman, Alexander",Baruch Gorkin,"=""2880463912""","=""9782880463915""",0,Rotovision,Paperback,,2000,,,2014/06/13,to-read,to-read (#131),to-read,,,,0,0
547631,Star Wars: The Essential Guide to Characters,Andy Mangels,"Mangels, Andy",,"=""0752201093""","=""9780752201092""",0,Boxtree Ltd,Paperback,,1996,1995,,2014/06/13,to-read,to-read (#130),to-read,,,,0,0
504119,The Seductive Art of Japanese Bondage,Midori,"Midori, Midori",Craig Morey,"=""1890159387""","=""9781890159382""",0,Greenery Press (CA),Paperback,163,2002,2001,,2014/06/13,to-read,to-read (#129),to-read,,,,0,0
3530447,How They Were Built,David Brown,"Brown, David",,"=""086272760X""","=""9780862727604""",0,Kingfisher Books,Hardcover,0,1991,,,2014/06/13,to-read,to-read (#128),to-read,,,,0,0
3285495,Grammar of Ornament Illustrated By Example,Owen    Jones,"Jones, Owen",,"=""2914199120""","=""9782914199124""",0,Fisicalbook,Paperback,240,1900,1856,,2014/06/13,to-read,to-read (#127),to-read,,,,0,0
1450723,Architects in Cyberspace (Architectural Design),Martin Pearce,"Pearce, Martin",Neil Spiller,"=""1854902520""","=""9781854902528""",0,Academy Press,Paperback,,1996,1996,,2014/06/13,to-read,to-read (#126),to-read,,,,0,0
4051196,Consuming Architecture (Architectural Design),Edited by: Sarah Chaplin,"Chaplin, Edited by: Sarah",Eric Holding,"=""0471978590""","=""9780471978596""",0,Academy Press,Paperback,112,1998,1998,,2014/06/13,to-read,to-read (#125),to-read,,,,0,0
646247,PAUSE 59 MINUTES OF MOTION GRAPHICS,Andrea Codrington,"Codrington, Andrea",Peter Hall,"=""1856691993""","=""9781856691994""",0,LAURENCE KING,Paperback,,1999,2000,,2014/06/13,to-read,to-read (#124),to-read,,,,0,0
1464794,Words and Buildings: A Vocabulary of Modern Architecture,Adrian Forty,"Forty, Adrian",,"=""0500284709""","=""9780500284704""",0,Thames & Hudson,Paperback,335,2004,2000,,2014/06/13,to-read,to-read (#123),to-read,,,,0,0
3283492,Urban Scan A-Z,G. Lignano,"Lignano, G.",,"=""1856693074""","=""9781856693073""",0,Laurence King Publishing,Paperback,0,2002,,,2014/06/13,to-read,to-read (#122),to-read,,,,0,0
8142642,Draw 50 Buildings,Lee J. Ames,"Ames, Lee J.",,"=""0862727073""","=""9780862727079""",0,Kingfisher Books Ltd,Paperback,64,1991,1980,,2014/06/13,to-read,to-read (#121),to-read,,,,0,0
66730,The Cartoon Guide to the Environment,Larry Gonick,"Gonick, Larry",Alice Outwater,"=""0062732749""","=""9780062732743""",0,William Morrow Paperbacks,Paperback,240,1996,,,2014/06/13,to-read,to-read (#120),to-read,,,,0,0
129846,The Cartoon Guide to Genetics,Larry Gonick,"Gonick, Larry",Mark Wheelis,"=""0062730991""","=""9780062730992""",0,William Morrow Paperbacks,Paperback,224,1991,1983,,2014/06/13,to-read,to-read (#119),to-read,,,,0,0
29800,"Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)",Bryan Lee O'Malley,"O'Malley, Bryan Lee",,"=""""","=""9781932664089""",0,Oni Press,Paperback,168,2004,2004,,2014/06/13,to-read,to-read (#118),to-read,,,,0,0
8529354,The Master and His Emissary: The Divided Brain and the Making of the Western World,Iain McGilchrist,"McGilchrist, Iain",,"=""0300168926""","=""9780300168921""",0,"Yale University Press (New Haven, CT)",Paperback,534,2010,2009,,2014/06/13,to-read,to-read (#117),to-read,,,,0,0
12143925,All My Friends Are Still Dead,Avery Monsen,"Monsen, Avery",Jory John,"=""1452106967""","=""9781452106960""",0,Chronicle Books,Hardcover,108,2012,2012,,2014/06/13,to-read,to-read (#116),to-read,,,,0,0
869573,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,"=""0713998628""","=""9780713998627""",0,Allen Lane,Paperback,608,2005,2004,,2014/06/13,to-read,to-read (#115),to-read,,,,0,0
834822,JPod,Douglas Coupland,"Coupland, Douglas",,"=""074758222X""","=""9780747582229""",0,Bloomsbury,Paperback,449,2006,2006,,2014/06/13,to-read,to-read (#113),to-read,,,,0,0
85694,The Geometry of Art and Life,Matila Ghyka,"Ghyka, Matila",,"=""0486235424""","=""9780486235424""",0,Dover Publications,Paperback,174,1977,1946,,2014/06/13,to-read,to-read (#112),to-read,,,,0,0
653532,The Curves of Life (Dover Books Explaining Science),Theodore Andrea Cook,"Cook, Theodore Andrea",,"=""048623701X""","=""9780486237015""",0,Dover Publications,Paperback,528,1979,1974,,2014/06/13,to-read,to-read (#111),to-read,,,,0,0
460984,On Growth and Form,D'Arcy Wentworth Thompson,"Thompson, D'Arcy Wentworth",John Tyler Bonner,"=""""","=""""",0,Cambridge University Press,Paperback,368,1992,1917,,2014/06/13,to-read,to-read (#110),to-read,,,,0,0
873537,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0141014598""","=""9780141014593""",0,Penguin Books,Paperback,277,2006,2005,,2014/06/13,to-read,to-read (#109),to-read,,,,0,0
2297,Emergence from Chaos to Order,John H. Holland,"Holland, John H.",,"=""0192862111""","=""9780192862112""",0,OUP Oxford,Paperback,274,2000,1998,,2014/06/13,to-read,to-read (#108),to-read,,,,0,0
28297,Species of Spaces and Other Pieces,Georges Perec,"Perec, Georges",John Sturrock,"=""0140189866""","=""9780140189865""",0,Penguin Group USA,Paperback,292,1998,1974,,2014/06/13,to-read,to-read (#107),to-read,,,,0,0
6719887,"A Better Pencil: Readers, Writers, and the Digital Revolution",Dennis Baron,"Baron, Dennis",,"=""0195388445""","=""9780195388442""",0,Oxford University Press,Hardcover,259,2009,2009,,2014/06/13,to-read,to-read (#106),to-read,,,,0,0
18700455,"Awkward Moments (Not Found in Your Average) Children's Bible, Vol. 1",Horus Gilgamesh,"Gilgamesh, Horus",Agnes Tickheathen,"=""149217744X""","=""9781492177449""",0,CreateSpace Independent Publishing Platform,Paperback,80,2013,2013,,2014/06/13,to-read,to-read (#105),to-read,,,,0,0
10564582,The Atheist Manifesto,Michel Onfray,"Onfray, Michel",,"=""052285396X""","=""9780522853964""",0,Melbourne University Press,Paperback,240,2007,2005,,2014/06/13,to-read,to-read (#104),to-read,,,,0,0
286971,Unto This Last and Other Writings,John Ruskin,"Ruskin, John",Clive Wilmer,"=""0140432116""","=""9780140432114""",0,Penguin Books,Paperback,368,1986,1860,,2014/06/13,to-read,to-read (#103),to-read,,,,0,0
19381,Candide,Voltaire,"Voltaire, Voltaire",Robert M. Adams,"=""0393960587""","=""9780393960587""",0,W. W. Norton and Company,Paperback,224,1991,1759,,2014/06/13,to-read,to-read (#102),to-read,,,,0,0
2294249,Political Ideologies: An Introduction,Andrew Heywood,"Heywood, Andrew",,"=""0333698878""","=""9780333698877""",0,Palgrave Macmillan,Paperback,384,1998,1992,,2014/06/13,to-read,to-read (#101),to-read,,,,0,0
558071,"Nonlinear Workbook, The: Chaos, Fractals, Cellular Automata, Neural Networks, Genetic Algorithms, Gene Expression Programming, Support Vector Machine, Wavelets, Hidden Markov Models, Fuzzy Logic with C++, Java and Symbolicc++ Programs",Willi-Hans Steeb,"Steeb, Willi-Hans",,"=""9812562915""","=""9789812562913""",0,World Scientific Publishing Company,Paperback,608,2005,1999,,2014/06/13,to-read,to-read (#100),to-read,,,,0,0
16250191,Inside Smartgeometry: Expanding the Architectural Possibilities of Computational Design (AD Smart),Terri Peters,"Peters, Terri",Brady Peters,"=""1118522478""","=""9781118522479""",0,Wiley,Hardcover,272,2013,2013,,2014/06/13,to-read,to-read (#99),to-read,,,,0,0
12475498,Artificial Intelligence,Rob Callan,"Callan, Rob",,"=""0333801369""","=""9780333801369""",0,Red Globe Press,Paperback,508,2003,,,2014/06/13,to-read,to-read (#98),to-read,,,,0,0
683581,Introduction to Connectionist Modelling of Cognitive Processes,Peter McLeod,"McLeod, Peter","Kim Plunkett, Edmund T. Rolls","=""0198524269""","=""9780198524267""",0,Oxford University Press,Paperback,404,1998,1998,,2014/06/13,to-read,to-read (#97),to-read,,,,0,0
825451,The Wisdom of Crowds: Why the Many Are Smarter Than the Few,James Surowiecki,"Surowiecki, James",,"=""0349116059""","=""9780349116051""",0,Abacus,Paperback,295,2005,2004,,2014/06/13,to-read,to-read (#96),to-read,,,,0,0
8651441,Zombie Economics: How Dead Ideas Still Walk among Us,John Quiggin,"Quiggin, John",,"=""0691145822""","=""9780691145822""",0,Princeton University Press,Hardcover,248,2010,2010,,2014/06/13,to-read,to-read (#95),to-read,,,,0,0
10303367,Debunking Economics: The Naked Emperor Dethroned?,Steve Keen,"Keen, Steve",,"=""1848139926""","=""9781848139923""",0,Zed Books,Paperback,554,2011,2001,,2014/06/13,to-read,to-read (#94),to-read,,,,0,0
2962025,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0141034599""","=""9780141034591""",0,Penguin,Paperback,480,2010,2007,,2014/06/13,to-read,to-read (#93),to-read,,,,0,0
1361583,Design Knowing and Learning: Cognition in Design Education,M. McCracken,"McCracken, M.",C. Eastman,"=""0080438687""","=""9780080438689""",0,Elsevier Science,Hardcover,328,2001,2001,,2014/06/13,to-read,to-read (#92),to-read,,,,0,0
13719763,The Designer's Guide to Doing Research: Applying Knowledge to Inform Design,Sally Augustin,"Augustin, Sally",Cindy Coleman,"=""0470601736""","=""9780470601730""",0,Wiley,Hardcover,336,2012,2011,,2014/06/13,to-read,to-read (#91),to-read,,,,0,0
16058616,Inside the Box: A Proven System of Creativity for Breakthrough Results,Drew Boyd,"Boyd, Drew",Jacob Goldenberg,"=""1451659253""","=""9781451659252""",0,Simon & Schuster,Hardcover,272,2013,2013,,2014/06/13,to-read,to-read (#90),to-read,,,,0,0
16241139,Intuition Pumps and Other Tools for Thinking,Daniel C. Dennett,"Dennett, Daniel C.",,"=""0393082067""","=""9780393082067""",0,W. W. Norton & Company,Hardcover,496,2013,2013,,2014/06/13,to-read,to-read (#89),to-read,,,,0,0
1878856,Designerly Ways of Knowing (Board of International Research in Design),Nigel Cross,"Cross, Nigel",,"=""3764384840""","=""9783764384845""",0,Birkhäuser,Paperback,141,2007,2003,,2014/06/13,to-read,to-read (#88),to-read,,,,0,0
6090219,Digital Soul: Intelligent Machines And Human Values,Thomas Georges,"Georges, Thomas",Thomas M. Georges,"=""0813340578""","=""9780813340579""",0,Basic Books,Hardcover,288,2003,2003,,2014/06/13,to-read,to-read (#87),to-read,,,,0,0
17868489,The Personal Business Plan: A Blueprint for Running Your Life,Stephen Bruyant-Langer,"Bruyant-Langer, Stephen",,"=""1118744136""","=""9781118744130""",0,Wiley,Hardcover,240,2013,2013,,2014/06/13,to-read,to-read (#86),to-read,,,,0,0
3701976,The Mesh Book: Landscape/Infrastructure,Julian Raxworthy,"Raxworthy, Julian",,"=""0864593082""","=""9780864593085""",0,RMIT,Paperback,366,2005,,,2014/06/13,to-read,to-read (#85),to-read,,,,0,0
2426099,Modern Toss,Jon Link,"Link, Jon",Mick Bunnage,"=""0752225626""","=""9780752225623""",0,Pan MacMillan,Hardcover,128,2004,2004,,2014/06/13,to-read,to-read (#84),to-read,,,,0,0
883326,Oxford: An Architectural Guide,Geoffrey Tyack,"Tyack, Geoffrey",,"=""0198174233""","=""9780198174233""",0,Oxford University Press,Paperback,370,1998,1998,,2014/06/13,to-read,to-read (#83),to-read,,,,0,0
12542232,Twentieth Century Architecture,Jonathan Glancey,"Glancey, Jonathan",,"=""1842220144""","=""9781842220146""",0,Carlton Books Ltd,Paperback,400,2000,1998,,2014/06/13,to-read,to-read (#82),to-read,,,,0,0
9537059,On Booze (New Directions Pearls),F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0811219267""","=""9780811219266""",0,New Directions,Paperback,86,2011,2011,,2014/06/13,to-read,to-read (#81),to-read,,,,0,0
3673894,"Lewis Carroll in Numberland: His fantastical, mathematical, logical life",Robin J. Wilson,"Wilson, Robin J.",,"=""0713997575""","=""9780713997576""",0,Allen Lane,Unknown Binding,237,2009,2008,,2014/06/13,to-read,to-read (#80),to-read,,,,0,0
2420301,The Back of the Napkin: Solving Problems and Selling Ideas with Pictures,Dan Roam,"Roam, Dan",,"=""1591841992""","=""9781591841999""",0,Portfolio Hardcover,Hardcover,278,2008,2008,,2014/06/13,,,read,,,,1,0
1204927,The Meaning of the 21st Century: A VItal Blueprint of Ensuring Our Future,James      Martin,"Martin, James",,"=""190391986X""","=""9781903919866""",0,Eden Project Books,Paperback,576,2007,2006,,2014/06/13,,,read,,,,1,0
208580,Our Final Century: The 50/50 Threat to Humanity's Survival,Martin J. Rees,"Rees, Martin J.",,"=""0099436868""","=""9780099436867""",0,Arrow,Paperback,240,2004,2003,,2014/06/13,,,read,,,,1,0
13238172,Ethics for a Broken World: Imagining Philosophy after Catastrophe,Tim Mulgan,"Mulgan, Tim",,"=""077353945X""","=""9780773539457""",0,McGill-Queen's University Press,Paperback,228,2011,2011,,2014/06/13,,,read,,,,1,0
51504,Post Office,Charles Bukowski,"Bukowski, Charles",,"=""0876850867""","=""9780876850862""",0,Black Sparrow Press,Paperback,208,2002,1971,,2014/06/13,to-read,to-read (#79),to-read,,,,0,0
18691089,Medecine and Art,Mori Bijutsukan,"Bijutsukan, Mori",,"=""458220662X""","=""9784582206623""",0,"Mori Art Museum, Heibonsha Ltd.",Paperback,285,2009,2009,,2014/06/13,to-read,to-read (#78),to-read,,,,0,0
447433,A Designer's Research Manual: Succeed in Design by Knowing Your Clients And What They Really Need (Design Field Guide),Ken Visocky O'Grady,"O'Grady, Ken Visocky",,"=""1592532578""","=""9781592532575""",0,Rockport Pub,Hardcover,192,2006,2006,,2014/06/13,to-read,to-read (#77),to-read,,,,0,0
8014393,Sketching User Experiences: The Workbook,Saul Greenberg,"Greenberg, Saul","Sheelagh Carpendale, Nicolai Marquardt, Bill Buxton","=""0123819598""","=""9780123819598""",0,Morgan Kaufmann,Paperback,272,2011,2010,,2014/06/13,to-read,to-read (#76),to-read,,,,0,0
13529074,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509124""","=""9781455509126""",0,Grand Central Publishing,Hardcover,304,2012,2012,,2014/06/13,to-read,to-read (#75),to-read,,,,0,0
13529069,The One World Schoolhouse: Education Reimagined,Salman  Khan,"Khan, Salman",,"=""1455508381""","=""9781455508389""",0,Twelve,Hardcover,258,2012,2012,,2014/06/13,to-read,to-read (#74),to-read,,,,0,0
9347957,Decoding Theoryspeak,Enn Ots,"Ots, Enn",,"=""0415778301""","=""9780415778305""",0,Routledge,Paperback,240,2010,2010,,2014/06/13,to-read,to-read (#73),to-read,,,,0,0
3880458,Designing for the Digital Age: How to Create Human-Centered Products and Services,Kim Goodwin,"Goodwin, Kim",Alan Cooper,"=""0470229101""","=""9780470229101""",0,Wiley,Paperback,768,2009,2009,,2014/06/13,to-read,to-read (#72),to-read,,,,0,0
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465051367""","=""9780465051366""",0,Basic Books,Paperback,272,2005,2003,,2014/06/13,to-read,to-read (#71),to-read,,,,0,0
42261,"Stylepedia: A Guide to Graphic Design Mannerisms, Quirks, and Conceits",Steven Heller,"Heller, Steven",Louise Fili,"=""0811833461""","=""9780811833462""",0,Chronicle Books,Paperback,336,2006,2006,,2014/06/13,to-read,to-read (#70),to-read,,,,0,0
119157,An Essay on Typography,Eric Gill,"Gill, Eric",Christopher Skelton,"=""0879239506""","=""9780879239503""",0,"David R. Godine, Publisher",Paperback,133,2015,1931,,2014/06/13,to-read,to-read (#68),to-read,,,,0,0
6393208,2020: A Global Blueprint,Rob  Shapiro,"Shapiro, Rob",,"=""1861979681""","=""9781861979681""",0,Profile Books,Paperback,0,2008,,,2014/06/13,to-read,to-read (#67),to-read,,,,0,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Mark Hallaq, Amanda Lee","=""""","=""9780143039563""",5.0,Penguin Classics,Paperback,244,2006,1876,,2013/04/19,,,read,,,,1,0
13238169,Ethics for a Broken World: Imagining Philosophy after Catastrophe,Tim Mulgan,"Mulgan, Tim",,"=""0773539441""","=""9780773539440""",5.0,McGill-Queen's University Press,Hardcover,256,2011,2011,,2014/04/24,,,read,,,,1,0
2855811,The Annotated Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",Ian Stewart,"=""0465011233""","=""9780465011230""",5.0,Basic Books,Paperback,239,2008,1884,,2013/04/21,,,read,,,,1,0
18323642,CSS3 for Web Designers,Dan Cederholm,"Cederholm, Dan",Jeffrey Zeldman,"=""0984442537""","=""9780984442539""",4.0,A Book Apart,ebook,125,2010,2010,,2013/11/05,,,read,,,,1,0
3673893,Lewis Carroll in Numberland: His Fantastical Mathematical Logical Life,Robin J. Wilson,"Wilson, Robin J.",,"=""0393060276""","=""9780393060270""",4.0,W. W. Norton & Company,Hardcover,208,2008,2008,,2013/12/25,,,read,,,,1,0
9832370,A Storm of Swords: Summary,BookRags,"BookRags, BookRags",,"=""""","=""""",5.0,Amazon Digital Services,Kindle Edition,144,2010,,,2013/04/21,,,read,,,,1,0
125190,"Swallows and Amazons (Swallows and Amazons, #1)",Arthur Ransome,"Ransome, Arthur",,"=""087923573X""","=""9780879235734""",0,"David R. Godine, Publisher",Paperback,315,2010,1930,,2013/11/05,to-read,to-read (#66),to-read,,,,0,0
156534,"Y: The Last Man, Vol. 1: Unmanned",Brian K. Vaughan,"Vaughan, Brian K.",Pia Guerra,"=""1563899809""","=""9781563899805""",0,Vertigo,Paperback,130,2003,2003,,2013/11/05,to-read,to-read (#65),to-read,,,,0,0
9815906,Responsive Web Design,Ethan Marcotte,"Marcotte, Ethan",,"=""098444257X""","=""9780984442577""",4.0,A Book Apart,Paperback,150,2011,2011,,2013/11/05,,,read,,,,1,0
12910749,Mobile First,Luke Wroblewski,"Wroblewski, Luke",,"=""1937557022""","=""9781937557027""",4.0,A Book Apart,Paperback,130,2011,2011,,2013/11/05,,,read,,,,1,0
17236175,Just Enough Research,Erika Hall,"Hall, Erika",Jeffrey Zeldman,"=""1937557103""","=""9781937557102""",4.0,A Book Apart,Paperback,154,2013,2013,,2013/11/05,,,read,,,,1,0
4099,The Pragmatic Programmer: From Journeyman to Master,Andy   Hunt,"Hunt, Andy","Dave         Thomas, Ward Cunningham","=""020161622X""","=""9780201616224""",0,Addison-Wesley Professional,Paperback,321,1999,1999,,2013/11/05,to-read,to-read (#64),to-read,,,,0,0
195024,A Mathematician Reads the Newspaper,John Allen Paulos,"Paulos, John Allen",,"=""038548254X""","=""9780385482547""",0,Anchor Books,Paperback,224,1997,,,2013/11/05,to-read,to-read (#63),to-read,,,,0,0
1219103,Five Weeks in a Balloon,Jules Verne,"Verne, Jules",1st World Library,"=""1421820609""","=""9781421820606""",0,1st World Library - Literary Society,Hardcover,432,2006,1863,,2013/11/05,to-read,to-read (#62),to-read,,,,0,0
99951,Objectivism: The Philosophy of Ayn Rand,Leonard Peikoff,"Peikoff, Leonard",,"=""0452011019""","=""9780452011014""",0,Plume,Paperback,493,1993,1991,,2013/11/05,to-read,to-read (#61),to-read,,,,0,0
56837,Communicating Design: Developing Web Site Documentation for Design and Planning,Dan M. Brown,"Brown, Dan M.",,"=""0321392353""","=""9780321392350""",0,New Riders Pub,Paperback,352,2007,,,2013/11/05,to-read,to-read (#60),to-read,,,,0,0
582067,Anti-Intellectualism in American Life,Richard Hofstadter,"Hofstadter, Richard",,"=""0394703170""","=""9780394703176""",0,Vintage,Paperback,434,1964,1963,,2013/11/05,to-read,to-read (#59),to-read,,,,0,0
70132,Information Architecture for the World Wide Web: Designing Large-Scale Web Sites,Peter Morville,"Morville, Peter",Louis Rosenfeld,"=""0596527349""","=""9780596527341""",0,O'Reilly Media,Paperback,526,2007,1998,,2013/11/05,to-read,to-read (#58),to-read,,,,0,0
134571,Science in Action: How to Follow Scientists and Engineers Through Society,Bruno Latour,"Latour, Bruno",,"=""""","=""""",0,Harvard University Press,Paperback,288,1988,1987,,2013/11/05,to-read,to-read (#57),to-read,,,,0,0
9151984,What's Mine Is Yours: The Rise of Collaborative Consumption,Rachel Botsman,"Botsman, Rachel","Roo Rogers, Kevin Foley","=""1400119200""","=""9781400119202""",0,Tantor Media Inc,Audio CD,0,2010,2010,,2013/11/05,to-read,to-read (#56),to-read,,,,0,0
41786,Joel on Software,Joel Spolsky,"Spolsky, Joel",,"=""1590593898""","=""9781590593899""",0,Apress,Paperback,362,2004,2004,,2013/11/05,to-read,to-read (#55),to-read,,,,0,0
357209,An Imaginary Tale: The Story of √-1,Paul J. Nahin,"Nahin, Paul J.",,"=""0691127980""","=""9780691127989""",0,Princeton University Press,Paperback,296,2007,1998,,2013/11/05,to-read,to-read (#54),to-read,,,,0,0
33293,Naked Economics: Undressing the Dismal Science,Charles Wheelan,"Wheelan, Charles",Burton G. Malkiel,"=""0393324869""","=""9780393324860""",0,W. W. Norton & Company,Paperback,260,2003,2002,,2013/11/05,to-read,to-read (#53),to-read,,,,0,0
137979,Against Method,Paul Karl Feyerabend,"Feyerabend, Paul Karl",,"=""0860916464""","=""9780860916468""",0,Verso,Paperback,296,1993,1975,,2013/11/05,to-read,to-read (#52),to-read,,,,0,0
6167162,"Animal Spirits: How Human Psychology Drives the Economy, and Why It Matters for Global Capitalism",George A. Akerlof,"Akerlof, George A.",Robert J. Shiller,"=""0691142335""","=""9780691142333""",0,Princeton University Press,Hardcover,248,2009,2008,,2013/11/05,to-read,to-read (#51),to-read,,,,0,0
764783,The Myth of Monogamy: Fidelity and Infidelity in Animals and People,David Philip Barash,"Barash, David Philip",Judith Eve Lipton,"=""0805071369""","=""9780805071368""",0,Holt Paperbacks,Paperback,240,2002,2001,,2013/11/05,to-read,to-read (#50),to-read,,,,0,0
192221,How to Solve It: A New Aspect of Mathematical Method (Princeton Science Library),George Pólya,"Pólya, George",John H. Conway,"=""069111966X""","=""9780691119663""",0,Princeton University Press,Paperback,288,2015,1944,,2013/11/05,to-read,to-read (#49),to-read,,,,0,0
208916,The Music of the Primes,Marcus du Sautoy,"Sautoy, Marcus du",,"=""0060935588""","=""9780060935580""",0,Harper Perennial,Paperback,350,2004,2003,,2013/11/05,to-read,to-read (#48),to-read,,,,0,0
186749,Innumeracy: Mathematical Illiteracy and Its Consequences,John Allen Paulos,"Paulos, John Allen",,"=""0809058405""","=""9780809058402""",5.0,Hill and Wang,Paperback,180,2001,1988,,2013/11/05,,,read,,,,1,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",0,Random House Trade Paperbacks,Paperback,368,2005,2001,,2013/11/05,to-read,to-read (#47),to-read,,,,0,0
