Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
244625634,"Study of Cave Diving Accidents: Accident analysis, human Factors, and safety lessons from technical and cave diving worldwide",Michel Ribera,"Ribera, Michel","Phil Short, Pascal Bernabé","=""""","=""9798276808406""",3.0,Independently published,Paperback,244,2025,,2026/03/07,2026/03/07,,,read,,,,1,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,"Little, Brown and Company",Kindle Edition,449,2013,1938,,2026/06/04,to-read,to-read (#433),to-read,,,,0,0
207627291,Juice,Tim Winton,"Winton, Tim",,"=""1035050838""","=""9781035050833""",3.0,Picador,Kindle Edition,529,2024,2024,2026/06/04,2026/06/04,,,read,,,,1,0
31242976,The Essays of Warren Buffett: Lessons for Corporate America,Warren Buffett,"Buffett, Warren",,"=""1611637597""","=""9781611637595""",0,Carolina Academic Press,Kindle Edition,383,2015,1998,,2017/01/12,currently-reading,currently-reading (#4),currently-reading,,,,1,0
27234355,In Praise of Idleness,Bertrand Russell,"Russell, Bertrand",,"=""""","=""""",5.0,Lulu.com,Kindle Edition,14,2015,1932,2016/01/01,2016/05/10,,,read,,,,1,0
524293,The Cave Divers,Robert F. Burgess,"Burgess, Robert F.",,"=""1881652114""","=""9781881652113""",4.0,UNKNO,Paperback,352,1999,1976,2026/03/28,2026/03/27,,,read,,,,1,0
23995249,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,"Wulf, Andrea",,"=""038535066X""","=""9780385350662""",0,Knopf,Hardcover,473,2015,2015,,2026/03/22,to-read,to-read (#432),to-read,,,,0,0
239784369,Technically Speaking: Talks on Technical Diving Volume 2: Foundations and Strategies,Simon Pridmore,"Pridmore, Simon",,"=""""","=""9798296112521""",3.0,Independently published,Paperback,244,2025,,2026/03/19,2026/03/19,,,read,,,,1,0
122996121,Technically Speaking: Talks on Technical Diving Volume 1: Genesis and Exodus,Simon Pridmore,"Pridmore, Simon",,"=""""","=""9798375190792""",3.0,Independently published,Paperback,346,2023,,2026/03/13,2026/03/07,,,read,,,,1,0
54831529,With the Falling of the Dusk,Stan Grant,"Grant, Stan",,"=""146075803X""","=""9781460758038""",0,HarperCollins - AU,Paperback,304,2021,,,2021/09/06,did-not-finish,did-not-finish (#4),did-not-finish,,,,0,0
37846179,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",,"=""2377937578""","=""9782377937578""",0,Publisher s24148,Kindle Edition,105,2018,1918,,2018/03/12,did-not-finish,did-not-finish (#2),did-not-finish,,,,0,0
466537,Future Shock,Alvin Toffler,"Toffler, Alvin",,"=""0553101501""","=""9780553101508""",0,Bantam Books,Mass Market Paperback,430,1971,1970,,2017/02/10,did-not-finish,did-not-finish (#1),did-not-finish,,,,1,0
20578592,Life of Work: What Office Design Can Learn From the World Around Us,Jeremy Myerson,"Myerson, Jeremy",Imogen Privett,"=""1908966785""","=""9781908966780""",0,Black Dog Press,Paperback,144,2015,2014,,2019/12/22,did-not-finish,did-not-finish (#3),did-not-finish,,,,0,0
48595550,The Death of Vivek Oji,Akwaeke Emezi,"Emezi, Akwaeke",,"=""0525541608""","=""9780525541608""",0,Riverhead Books,Hardcover,248,2020,2020,,2026/02/03,to-read,to-read (#431),to-read,,,,0,0
552476,The Social Life of Small Urban Spaces,William H. Whyte,"Whyte, William H.",,"=""097063241X""","=""9780970632418""",0,Project for Public Spaces,Paperback,125,2001,1980,,2025/12/29,to-read,to-read (#430),to-read,,,,0,0
58870450,"First Knowledges Design: Building on Country (First Knowledges, 2)",Alison Page,"Page, Alison","Paul Memmott, Margo Neale","=""1760761850""","=""9781760761851""",3.0,Thames & Hudson Australia,Kindle Edition,230,2021,2021,2025/12/01,2025/12/01,,,read,,,,1,0
37671993,Basic Underwater Cave Surveying,J. Burge,"Burge, J.",,"=""9994662961""","=""9789994662968""",4.0,Natl Speleological Society,Paperback,127,,,2025/11/19,2025/11/22,,,read,,,,1,0
143731287,Divisidero (Signed First Edition),Michael Ondaatje,"Ondaatje, Michael",,"=""""","=""""",4.0,Knopf,Unknown Binding,0,,2007,2025/11/22,2025/11/21,,,read,,,,1,0
20186,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,"Scott, James C.",,"=""0300078153""","=""9780300078152""",0,Yale University Press,Paperback,461,1999,1998,,2025/10/13,to-read,to-read (#429),to-read,,,,0,0
306940,Impro: Improvisation and the Theatre,Keith Johnstone,"Johnstone, Keith",,"=""0878301178""","=""9780878301171""",0,Routledge,Paperback,208,1987,1979,,2025/10/13,to-read,to-read (#428),to-read,,,,0,0
45892146,Consiglieri: Leading from the Shadows,Richard Hytner,"Hytner, Richard",,"=""1788163095""","=""9781788163095""",0,IPS - Profile Books,Paperback,288,2019,2014,,2025/10/13,to-read,to-read (#427),to-read,,,,0,0
22328,Neuromancer (Sprawl #1),William Gibson,"Gibson, William",,"=""""","=""""",5.0,Ace Books,Mass Market Paperback,271,1985,1984,2005/01/01,2013/04/19,,,read,,,,1,0
422,A Book of Common Prayer,Joan Didion,"Didion, Joan",,"=""""","=""""",4.0,Vintage International,Paperback,272,1995,1977,2025/09/28,2025/10/04,,,read,,,,1,0
201207000,All Fours,Miranda July,"July, Miranda",,"=""1838853464""","=""9781838853464""",0,Canongate Books,Kindle Edition,403,2024,2024,2025/08/10,2025/07/26,not-actually-me,not-actually-me (#7),not-actually-me,,,,1,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",5.0,Penguin Classics ,Paperback,720,2003,1851,2025/08/09,2025/08/09,,,read,,,,1,0
2479687,The Australian Ugliness,Robin Boyd,"Boyd, Robin",,"=""""","=""9781921656224""",0,Penguin Books Australia Ltd,Paperback,304,2010,1960,,2025/07/29,to-read,to-read (#426),to-read,,,,0,0
4155170,"Gunyah, Goondie + Wurley: The Aboriginal Architecture of Australia",Paul Memmott,"Memmott, Paul",,"=""0702232459""","=""9780702232459""",0,University of Queensland Press,Hardcover,416,2008,2008,,2025/07/29,to-read,to-read (#425),to-read,,,,0,0
53855535,Songlines: the Power and Promise,Margo Neale,"Neale, Margo",Lynne  Kelly,"=""1760761184""","=""9781760761189""",4.0,Thames & Hudson Australia Pty Ltd,Paperback,216,2020,2020,2025/07/14,2025/07/12,,,read,,,,1,0
37969723,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,"=""""","=""""",5.0,Doubleday Books,Hardcover,325,2018,2018,2025/07/11,2025/07/11,,,read,,,,1,0
6913830,Blind Descent: The Quest to Discover the Deepest Place on Earth,James M. Tabor,"Tabor, James M.",,"=""1400067677""","=""9781400067671""",0,Random House,Hardcover,286,2010,2010,,2025/06/27,to-read,to-read (#424),to-read,,,,0,0
56081808,The Shortest History of China,Linda Jaivin,"Jaivin, Linda",,"=""1743821735""","=""9781743821732""",0,Black Inc.,Kindle Edition,263,2021,2021,,2025/05/27,to-read,to-read (#423),to-read,,,,0,0
98969,The First Circle,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Thomas P. Whitney,"=""0810115905""","=""9780810115903""",0,Northwestern University Press,Paperback,580,1997,1968,,2025/05/24,to-read,to-read (#422),to-read,,,,0,0
43908991,Parable of the Sower: A Graphic Novel Adaptation,Damian Duffy,"Duffy, Damian","John Jennings, Octavia E. Butler","=""1419731335""","=""9781419731334""",4.0,Harry N. Abrams,Hardcover,266,2020,2020,2025/05/22,2025/05/14,,,read,,,,1,0
209364645,"The Korean Myths: A Guide to the Gods, Heroes and Legends",Heinz Insu Fenkl,"Fenkl, Heinz Insu",Bella Dalton-Fenkl,"=""0500027668""","=""9780500027660""",4.0,Thames & Hudson,Hardcover,256,2024,,2025/05/14,2025/02/21,,,read,,,,1,0
80289417,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""1544917023""","=""9781544917023""",4.0,CreateSpace Independent Publishing Platform,Paperback,90,2017,1818,2025/04/26,2025/04/29,,,read,,,,1,0
966835,The Last Man,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""0192838652""","=""9780192838650""",4.0,Oxford University Press,Paperback,479,1998,1826,2025/03/27,2025/04/29,,,read,,,,1,0
80834,Pyongyang: A Journey in North Korea,Guy Delisle,"Delisle, Guy",Helge Dascher,"=""1897299214""","=""9781897299210""",0,Drawn and Quarterly,Paperback,192,2007,2003,,2025/04/25,to-read,to-read (#421),to-read,,,,0,0
29084996,Kipps: The Story of a Simple Soul,H.G. Wells,"Wells, H.G.",,"=""""","=""""",4.0,,Kindle Edition,244,2012,1905,2025/01/22,2024/12/27,,,read,,,,1,0
146756038,NSS Cavern Diving Manual,John L. Zumerick,"Zumerick, John L.","Wayne McKinnon, H. V. Grey, Joseph Prosser","=""""","=""""",4.0,"The Cave Diving Section of the National Speleological society, Inc",Paperback,121,1988,,2025/02/21,2025/02/21,,,read,,,,1,0
203225397,Shipwrecks of the Dover Straits,Stefan Panis,"Panis, Stefan",,"=""1849954968""","=""9781849954969""",3.0,Whittles Publishing,Paperback,208,2024,,2025/02/19,2025/02/18,,,read,,,,1,0
43534952,The Glad Shout,Alice Robinson,"Robinson, Alice",,"=""1925712656""","=""9781925712650""",0,Affirm Press,Hardcover,320,2019,2019,,2025/01/26,to-read,to-read (#420),to-read,,,,0,0
23442002,How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,"Adler, Mortimer J.",Charles van Doren,"=""""","=""""",0,Touchstone,Paperback,426,1972,1940,,2025/01/22,currently-reading,currently-reading (#3),currently-reading,,,,1,0
59366123,Butts: A Backstory,Heather Radke,"Radke, Heather",,"=""1982135484""","=""9781982135485""",4.0,Avid Reader Press / Simon & Schuster,Hardcover,311,2022,2022,2025/01/03,2024/08/20,,,read,,,,1,0
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",4.0,Tordotcom,ebook,151,2021,2021,2024/07/23,2025/01/03,,,read,,,,1,0
57938390,The Measure of Time (Guido Guerrieri Series),Gianrico Carofiglio,"Carofiglio, Gianrico",Howard Curtis,"=""1913394484""","=""9781913394486""",3.0,Bitter Lemon Press,Paperback,288,2021,2019,2025/01/02,2025/01/01,,,read,,,,1,0
209200369,"Polostan (Bomb Light, #1)",Neal Stephenson,"Stephenson, Neal",,"=""0008262616""","=""9780008262617""",4.0,The Borough Press,Kindle Edition,310,2024,2024,2024/12/22,2024/12/16,,,read,,,,1,0
75665322,Perhaps the Stars (Terra Ignota Book 4),Ada Palmer,"Palmer, Ada",,"=""1786699591""","=""9781786699596""",4.0,Head of Zeus -- an AdAstra Book,Kindle Edition,609,2021,2021,2024/12/15,2024/10/25,,,read,,,,1,0
21854138,Ciberíada,Stanisław Lem,"Lem, Stanisław",,"=""8467208066""","=""9788467208061""",0,,Paperback,279,2004,1965,,2024/11/01,to-read,to-read (#419),to-read,,,,0,0
75520916,"The Will to Battle (Terra Ignota, #3)",Ada Palmer,"Palmer, Ada",,"=""1786699559""","=""9781786699558""",4.0,Head of Zeus,Kindle Edition,448,2017,2017,2024/10/25,2024/10/13,,,read,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",0,Knopf,Hardcover,399,2022,2022,,2024/10/20,to-read,to-read (#418),to-read,,,,0,0
768889,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3.1)",George R.R. Martin,"Martin, George R.R.",,"=""0006479901""","=""9780006479901""",5.0,HarperVoyager,Paperback,663,2001,2000,,2013/04/19,,,read,,,,1,0
27385782,Epicureanism: A Very Short Introduction,Catherine Wilson,"Wilson, Catherine",,"=""0191512680""","=""9780191512681""",4.0,OUP Oxford,Kindle Edition,160,2015,,2024/10/15,2024/10/15,,,read,,,,1,0
75548502,Seven Surrenders (Terra Ignota Book 2),Ada Palmer,"Palmer, Ada",,"=""1786699516""","=""9781786699510""",4.0,Head of Zeus,Kindle Edition,386,2017,2017,2024/10/11,2024/10/06,,,read,,,,1,0
74818910,Old Babes in the Wood,Margaret Atwood,"Atwood, Margaret",,"=""1529193796""","=""9781529193794""",5.0,Vintage Digital,Kindle Edition,248,2023,2023,2024/10/06,2024/10/06,,,read,,,,1,0
58069859,Dispatches from Anarres: Tales in Tribute to Ursula K. Le Guin,Susan DeFreitas,"DeFreitas, Susan",,"=""1942436491""","=""9781942436492""",3.0,Forest Avenue Press,Kindle Edition,426,2021,2021,2022/05/01,2024/09/24,,,read,,,,2,0
173403968,Your Utopia,Bora Chung,"Chung, Bora",Anton Hur,"=""1643756214""","=""9781643756219""",5.0,Algonquin Books,Paperback,256,2024,2021,2024/09/24,2024/09/23,,,read,,,,1,0
145087237,Micromegas,Voltaire,"Voltaire, Voltaire",Tim Newcomb,"=""""","=""""",3.0,Marchenhaus Press,Kindle Edition,84,2023,1752,2024/09/20,2024/09/20,,,read,,,,1,0
216509852,THE NUN - Diderot (Erotic Classics),Denis Diderot,"Diderot, Denis",,"=""6558945525""","=""9786558945529""",4.0,Lebooks Editora,Kindle Edition,195,2024,,2024/09/20,2024/09/20,,,read,,,,1,0
75385473,"Too Like the Lightning (Terra Ignota, #1)",Ada Palmer,"Palmer, Ada",,"=""1786699478""","=""9781786699473""",4.0,Head of Zeus,Kindle Edition,450,2017,2016,2024/09/14,2024/09/14,,,read,,,,1,0
35297455,For Every One,Jason Reynolds,"Reynolds, Jason",,"=""1481486241""","=""9781481486248""",4.0,Atheneum/Caitlyn Dlouhy Books,Hardcover,102,2018,2018,2024/07/15,2024/07/15,not-actually-me,not-actually-me (#6),not-actually-me,,,,1,0
58368353,Manhunt,Gretchen Felker-Martin,"Felker-Martin, Gretchen",,"=""""","=""""",4.0,Tor Nightfire,Kindle Edition,293,2022,2022,2024/09/05,2024/09/05,,,read,,,,1,0
122768239,The Glass Bead Game,Hermann Hesse,"Hesse, Hermann",,"=""""","=""""",4.0,DLB Press,Kindle Edition,627,2023,1943,2024/08/31,2024/08/31,,,read,,,,1,0
34459105,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5.0,Gateway,ebook,336,2017,1969,2018/04/14,2018/04/10,,,read,,,,1,0
44065867,The Complete Fiction of H. P. Lovecraft,H.P. Lovecraft,"Lovecraft, H.P.",,"=""9897788239""","=""9789897788239""",0,Hash Books,Kindle Edition,1343,2019,,,2022/12/23,to-read,to-read (#406),to-read,,,,0,0
38673,Peter Pan in Kensington Gardens / Peter and Wendy,J.M. Barrie,"Barrie, J.M.","Peter Hollindale, Rodrigo Breunig","=""0192839292""","=""9780192839299""",0,Oxford University Press,Paperback,240,1999,1906,,2013/05/17,to-read,to-read (#40),to-read,,,,0,0
210493380,The Book of Elsewhere,Keanu Reeves,"Reeves, Keanu",China Miéville,"=""152915054X""","=""9781529150544""",4.0,Del Rey,Paperback,337,2024,2024,2024/07/27,2024/07/23,,,read,,,,1,0
49185157,Modes of Criticism 4: Radical Pedagogy: Investigating the Use of the Word 'Radical' in Design Discourse and Practice,Francisco Laranjo,"Laranjo, Francisco",,"=""9493148130""","=""9789493148130""",3.0,Onomatopee Projects,Paperback,96,2020,,2024/07/23,2024/06/09,,,read,,,,1,0
203166754,"Chronicles of a Lizard Nobody (Chronicles of a Lizard Nobody, #1)",Patrick Ness,"Ness, Patrick",Tim            Miller,"=""1536235938""","=""9781536235937""",4.0,Walker Books US,Hardcover,199,2024,2024,2024/07/14,2024/07/14,,,read,,,,1,0
60308998,Alien³: The Unproduced First-Draft Screenplay by William Gibson,Pat Cadigan,"Cadigan, Pat",William Gibson,"=""1803361131""","=""9781803361130""",4.0,Titan Books,Paperback,432,2022,2021,2024/06/09,2024/06/09,,,read,,,,1,0
178142925,Modern Architecture: A Planetary Warming History,Hans Ibelings,"Ibelings, Hans",,"=""9492058162""","=""9789492058164""",4.0,The Architecture Observer,Perfect Paperback,400,2023,,2024/06/02,2023/11/05,,,read,,,,1,0
176443608,"BRZRKR: Bloodlines, Vol. 1",Keanu Reeves,"Reeves, Keanu","Steve Skroce, Mattson Tomlin, Rebekah Isaacs, Dave  Stewart, Dee Cunniffe, Ed Dukeshire, Becca Carey","=""160886149X""","=""9781608861491""",4.0,BOOM! Studios,Paperback,112,2024,2024,2024/05/08,2024/05/07,,,read,,,,1,0
6652627,One Day In The Life Of Ivan Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",,"=""0141045353""","=""9780141045351""",0,Penguin Books (Australia),Paperback,144,2009,1962,,2014/06/13,to-read,to-read (#175),to-read,,,,0,0
1409074,We Can Build You,Philip K. Dick,"Dick, Philip K.",,"=""0006482791""","=""9780006482796""",4.0,Harper Voyager,Paperback,252,2008,1972,2024/04/28,2024/04/28,,,read,,,,1,0
161846,The Midwich Cuckoos,John Wyndham,"Wyndham, John",,"=""0345299116""","=""9780345299116""",5.0,Ballantine Books,Mass Market Paperback,220,1958,1957,2024/04/24,2024/02/05,,,read,,,,1,0
36394530,Coriolanus (The Pelican Shakespeare),William Shakespeare,"Shakespeare, William",Jonathan Crewe,"=""0525503986""","=""9780525503989""",2.0,Penguin Classics,Kindle Edition,191,2018,1608,2024/04/24,2022/04/03,,,read,,,,1,0
70056237,"BRZRKR, Volume 3",Keanu Reeves,"Reeves, Keanu","Matt Kindt, Ron Garney, Bill Crabtree, Clem Robins, Rafael Grampá","=""1684157129""","=""9781684157129""",4.0,BOOM! Studios,Paperback,144,2023,2023,2024/04/20,2024/04/19,,,read,,,,1,0
41966406,Technical Diving,Mark Powell,"Powell, Mark",,"=""1905492316""","=""9781905492312""",4.0,AquaPress,Paperback,240,2018,,2024/04/18,2024/03/27,,,read,,,,1,0
26261495,"The Essentials of Cave Diving: The latest techniques, equipment and practices for scuba diving in caves and caverns using open circuit, side mount and rebreathers.",Jill Heinerth,"Heinerth, Jill",,"=""1940944074""","=""9781940944074""",4.0,Heinerth Productions Inc.,Kindle Edition,311,2015,2015,2024/03/26,2024/03/26,,,read,,,,1,0
60018618,Unreasonable Hospitality: The Remarkable Power of Giving People More Than They Expect,Will Guidara,"Guidara, Will",,"=""0593418573""","=""9780593418574""",0,Optimism Press,Hardcover,288,2022,2022,,2024/03/25,to-read,to-read (#417),to-read,,,,0,0
6189421,Deco for Divers,Mark Powell,"Powell, Mark",,"=""1905492073""","=""9781905492077""",4.0,Aquapress,Paperback,240,2008,2008,2024/02/20,2024/02/19,,,read,,,,1,0
45449501,Sand Talk: How Indigenous Thinking Can Save the World,Tyson Yunkaporta,"Yunkaporta, Tyson",,"=""0062975633""","=""9780062975638""",4.0,HarperOne,Kindle Edition,256,2020,2019,2024/02/14,2024/02/13,,,read,,,,1,0
58673891,"BRZRKR, Volume 2",Keanu Reeves,"Reeves, Keanu","Matt Kindt, Ron Garney, Bill Crabtree, Clem Robins, Lee Garbett, Rafael Grampá","=""168415815X""","=""9781684158157""",4.0,BOOM! Studios,Paperback,128,2022,2021,2024/02/06,2024/02/05,,,read,,,,1,0
34211932,Desire: Vintage Minis,Haruki Murakami,"Murakami, Haruki","Jay Rubin, Ted Goossen, Philip Gabriel","=""1473548470""","=""9781473548473""",4.0,Vintage Digital,Kindle Edition,0,2017,2017,2024/01/02,2024/01/01,,,read,,,,1,0
60316971,Bea Wolf,Zach Weinersmith,"Weinersmith, Zach",Boulet,"=""1250776295""","=""9781250776297""",5.0,First Second,Hardcover,208,2023,2023,2023/12/31,2024/01/01,,,read,,,,1,0
57037263,Notes on Grief,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""0008470308""","=""9780008470302""",5.0,HarperCollins Publishers,Hardcover,96,2021,2021,2023/12/26,2023/12/26,,,read,,,,1,0
44318388,Under Pressure: Diving Deeper with Human Factors,Gareth Lock,"Lock, Gareth",,"=""199958497X""","=""9781999584979""",4.0,Human in the System Consulting,Paperback,342,2019,,2023/12/25,2023/12/25,,,read,,,,1,0
59028793,Robot Ethics (The MIT Press Essential Knowledge series),Mark Coeckelbergh,"Coeckelbergh, Mark",,"=""0262544091""","=""9780262544092""",4.0,The MIT Press,Paperback,272,2022,2022,2023/12/22,2023/09/24,,,read,,,,1,0
130832,Basic Cave Diving: A Blueprint for Survival,Sheck Exley,"Exley, Sheck",,"=""9994663372""","=""9789994663378""",4.0,National Speleological Society,Paperback,46,1986,1986,,2023/12/06,,,read,,,,1,0
5477906,Oxygen Hacker's Companion,Vance Harlow,"Harlow, Vance",,"=""0967887321""","=""9780967887326""",4.0,Airspeed Press,Spiral-bound,154,2002,2002,2023/11/06,2023/11/05,,,read,,,,1,0
75419469,The Quantified Worker,Ifeoma Ajunwa,"Ajunwa, Ifeoma",,"=""131663695X""","=""9781316636954""",0,Cambridge University Press,Paperback,476,2023,,,2023/11/05,to-read,to-read (#416),to-read,,,,0,0
920786,The Architecture of the Well-Tempered Environment,Reyner Banham,"Banham, Reyner",,"=""0226036987""","=""9780226036984""",0,The University of Chicago Press,Paperback,320,1984,1964,,2023/11/05,to-read,to-read (#415),to-read,,,,0,0
2732353,"Scuba Regulator Maintenance and Repair: A Complete All-Makes Guide to Scuba Regulator Servicing, Troubleshooting, Repair and Tuning",Vance Harlow,"Harlow, Vance",,"=""0967887305""","=""9780967887302""",0,Airspeed Pr,Spiral-bound,256,1999,1999,,2023/11/05,to-read,to-read (#414),to-read,,,,0,0
167457,Sweetness and Power: The Place of Sugar in Modern History,Sidney W. Mintz,"Mintz, Sidney W.",,"=""0140092331""","=""9780140092332""",4.0,Penguin Books,Paperback,304,1986,1985,2023/11/05,2023/11/05,,,read,,,,1,0
41940267,Beowulf,Unknown,"Unknown, Unknown",Maria Dahvana Headley,"=""0374110034""","=""9780374110031""",4.0,FSG,Paperback,140,2020,1000,2022/12/15,2023/01/07,,,read,,,,1,1
31685338,Coming Through Slaughter,Michael Ondaatje,"Ondaatje, Michael",,"=""""","=""""",4.0,vintage,Paperback,156,1976,1976,2023/08/01,2023/08/03,,,read,,,,1,0
10437094,Anil's Ghost,Michael Ondaatje,"Ondaatje, Michael",,"=""0099554453""","=""9780099554455""",5.0,Vintage Books,Paperback,307,2011,2000,2023/07/27,2023/07/26,,,read,,,,1,0
40864030,"A Prayer for the Crown-Shy (Monk & Robot, #2)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",3.0,Tordotcom,Kindle Edition,152,2022,2022,2023/07/23,2023/07/22,,,read,,,,1,0
45020955,The Overstory,Richard Powers,"Powers, Richard",,"=""""","=""""",4.0,Vintage Digital,Kindle Edition,502,2019,2018,2023/05/01,2023/05/01,,,read,,,,1,0
55608342,The Unbearable Lightness of Being:,Milan Kundera,"Kundera, Milan",,"=""""","=""""",4.0,Faber & Faber,Kindle Edition,305,2020,1984,2023/03/23,2023/03/13,,,read,,,,1,0
49669410,"Emergency Skin (Forward Collection, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""1542093570""","=""9781542093576""",4.0,Amazon Original Stories,Kindle Edition,38,2019,2019,2023/02/21,2023/02/20,,,read,,,,1,0
59236994,"Dawn (Lilith's Brood, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""""","=""""",4.0,Headline,Kindle Edition,240,2014,1987,2023/02/18,2023/02/18,,,read,,,,1,0
17704015,The Strategemata,Frontinus,"Frontinus, Frontinus",,"=""""","=""""",3.0,praetorian-press.com,Kindle Edition,162,2012,90,2023/02/14,2022/12/23,,,read,,,,1,0
51471497,"Binti (Binti, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""""","=""""",4.0,Tordotcom,Kindle Edition,98,2015,2015,2023/02/14,2023/02/14,,,read,,,,1,0
50017675,Running in the Family,Michael Ondaatje,"Ondaatje, Michael",,"=""0679746692""","=""9780679746690""",5.0,Vintage,Paperback,208,1993,1982,2023/02/12,2023/02/11,,,read,,,,1,0
31249807,Milo Manara's Gullivera,Milo Manara,"Manara, Milo",,"=""1594654174""","=""9781594654176""",4.0,Humanoids,Kindle Edition,68,2022,1995,2023/02/11,2023/02/11,,,read,,,,1,0
59687219,This All Come Back Now,Mykaela Saunders,"Saunders, Mykaela",,"=""0702265667""","=""9780702265662""",3.0,UQP,Paperback,350,2022,2022,2023/01/25,2023/01/25,,,read,,,,1,0
38155205,In the Skin of a Lion,Michael Ondaatje,"Ondaatje, Michael",,"=""1509823344""","=""9781509823345""",5.0,PICADOR,Paperback,288,2017,1987,2023/01/18,2023/01/17,,,read,,,,1,0
58639322,Small Things Like These,Claire Keegan,"Keegan, Claire",,"=""0571368719""","=""9780571368716""",0,Faber & Faber,Kindle Edition,116,2021,2021,2022/12/27,2022/11/30,not-actually-me,not-actually-me (#5),not-actually-me,,,,1,0
22582,"Lies, Inc.",Philip K. Dick,"Dick, Philip K.",,"=""1400030080""","=""9781400030088""",4.0,Vintage,Paperback,202,2004,1984,2023/01/09,2023/01/09,,,read,,,,1,0
37826561,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",0,Cornerstone Digital,ebook,382,2018,2018,,2022/12/23,not-actually-me,not-actually-me (#4),not-actually-me,,,,0,0
54506494,"The Galaxy, and the Ground Within (Wayfarers, #4)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",0,Hodder & Stoughton,Kindle Edition,264,2021,2021,,2022/12/23,not-actually-me,not-actually-me (#3),not-actually-me,,,,0,0
56896365,Crossroads,Jonathan Franzen,"Franzen, Jonathan",,"=""0008308918""","=""9780008308919""",0,4th Estate,Kindle Edition,512,2021,2021,,2022/12/23,not-actually-me,not-actually-me (#2),not-actually-me,,,,0,0
58522634,All the Seas of the World,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""1529385180""","=""9781529385182""",0,‎Hodder & Stoughton,Kindle Edition,530,2022,2022,,2022/12/23,not-actually-me,not-actually-me (#1),not-actually-me,,,,0,0
24382154,The Jobs-to-be-Done Handbook: Practical techniques for improving your application of Jobs-to-be-Done,Chris Spiek,"Spiek, Chris",Bob Moesta,"=""1499339232""","=""9781499339239""",0,CreateSpace Independent Publishing Platform,Paperback,66,2014,2014,,2022/12/23,to-read,to-read (#413),to-read,,,,0,0
101255,On Food and Cooking: The Science and Lore of the Kitchen,Harold McGee,"McGee, Harold",,"=""0684800012""","=""9780684800011""",0,Scribner,Hardcover,896,2004,1984,,2022/12/23,to-read,to-read (#412),to-read,,,,0,0
53842733,Algorithms To Live By: The Computer Science of Human Decisions,Brian  Christian,"Christian, Brian",Tom  Griffiths,"=""""","=""""",0,William Collins,Kindle Edition,369,2016,2016,,2022/12/23,to-read,to-read (#411),to-read,,,,0,0
30243069,The Dream Machine: J. C. R. Licklider and the Revolution That Made Computing Personal,M. Mitchell Waldrop,"Waldrop, M. Mitchell",,"=""""","=""""",0,,Kindle Edition,516,2016,2001,,2022/12/23,to-read,to-read (#410),to-read,,,,0,0
26130575,A Burglar's Guide to the City,Geoff Manaugh,"Manaugh, Geoff",,"=""""","=""""",0,FSG Originals,Kindle Edition,306,2016,2015,,2022/12/23,to-read,to-read (#409),to-read,,,,0,0
35673227,"Crash Early, Crash Often (Ribbonfarm Roughs Book 3)",Venkatesh G. Rao,"Rao, Venkatesh G.",,"=""""","=""""",0,Ribbonfarm.com,Kindle Edition,251,2017,,,2022/12/23,to-read,to-read (#408),to-read,,,,0,0
