,id,book,rating,started_at,read_at,date_added,date_updated,url,title,author_1_id,author_1_name,dt_updated,dt_started_at,dt_read_at,dt_added,html_link
25,3407742679,"OrderedDict([('id', OrderedDict([('@type', 'integer'), ('#text', '117251')])), ('isbn', '0393315053'), ('isbn13', '9780393315059'), ('text_reviews_count', OrderedDict([('@type', 'integer'), ('#text', '237')])), ('uri', 'kca://book/amzn1.gr.book.v1.UXhE6ZhrWWsShrS2ITXPbA'), ('title', 'Hamlet: Screenplay, Introduction And Film Diary'), ('title_without_series', 'Hamlet: Screenplay, Introduction And Film Diary'), ('image_url', 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png'), ('small_image_url', 'https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png'), ('large_image_url', None), ('link', 'https://www.goodreads.com/book/show/117251.Hamlet'), ('num_pages', '224'), ('format', 'Paperback'), ('edition_information', None), ('publisher', 'W. W. Norton  Company'), ('publication_day', '17'), ('publication_year', '1996'), ('publication_month', '11'), ('average_rating', '4.14'), ('ratings_count', '180974'), ('description', 'Often credited with creating a popular movie audience for Shakespeare, Kenneth Branagh has wanted for many years to bring to the screen the complete, full-length version of <em>Hamlet</em>, Shakespeare\'s greatest play.<br /><br /><br />""The film, like the play, will have something for everyone,"" he says. ""Its a ghost story, a thriller, an action-packed murder mystery, and a great tragedy that is profoundly moving."" With an outstanding cast of international actors--including Derek Jacobi as Claudius, Julie Christie as Gertrude, Kate Winslet as Ophelia, Charlton Heston as the Player King, Robin Williams as Osric, and Gerard Depardieu as Reynaldo--Branagh\'s version, in which he will play the title role as well as direct, is sure to go down in film history.<br /><br /><br />This beautiful volume includes Branagh\'s introduction and screenplay adaptation of Shakespeare\'s text, color and black-and-white stills, and a production diary that takes us behind the scenes for a day-to-day look at the shooting of his film.'), ('authors', OrderedDict([('author', OrderedDict([('id', '55118'), ('name', 'Kenneth Branagh'), ('role', 'introduction and screenplay'), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1330849315p5/55118.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1330849315p2/55118.jpg')])), ('link', 'https://www.goodreads.com/author/show/55118.Kenneth_Branagh'), ('average_rating', '4.13'), ('ratings_count', '184639'), ('text_reviews_count', '983')]))])), ('published', '1996'), ('work', OrderedDict([('id', '112914'), ('uri', 'kca://work/amzn1.gr.work.v1.fs3e5pOoUjUs95N0SU6zKA')]))])",3,,,Tue Jun 23 17:27:12 -0700 2020,Thu Jul 09 21:18:46 -0700 2020,https://www.goodreads.com/review/show/3407742679,"Hamlet: Screenplay, Introduction And Film Diary",55118,Kenneth Branagh,2020-07-09,2020-05-01,2020-05-01,2020-06-23,"<tr><td><a href='https://www.goodreads.com/review/show/3407742679'>Hamlet: Screenplay, Introduction And Film Diary</a></td></tr>"
26,3407741912,"OrderedDict([('id', OrderedDict([('@type', 'integer'), ('#text', '7624')])), ('isbn', '0140283331'), ('isbn13', '9780140283334'), ('text_reviews_count', OrderedDict([('@type', 'integer'), ('#text', '27233')])), ('uri', 'kca://book/amzn1.gr.book.v1.kSnNl4MoBUSPb-pSSfaVZQ'), ('title', 'Lord of the Flies'), ('title_without_series', 'Lord of the Flies'), ('image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327869409l/7624._SX98_.jpg'), ('small_image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327869409l/7624._SY75_.jpg'), ('large_image_url', None), ('link', 'https://www.goodreads.com/book/show/7624.Lord_of_the_Flies'), ('num_pages', '182'), ('format', 'Paperback'), ('edition_information', 'Penguin Great Books of the 20th Century'), ('publisher', 'Penguin Books'), ('publication_day', '1'), ('publication_year', '1999'), ('publication_month', '10'), ('average_rating', '3.68'), ('ratings_count', '2212935'), ('description', 'At the dawn of the next world war, a plane crashes on an uncharted island, stranding a group of schoolboys. At first, with no adult supervision, their freedom is something to celebrate; this far from civilization the boys can do anything they want. Anything. They attempt to forge their own society, failing, however, in the face of terror, sin and evil. And as order collapses, as strange howls echo in the night, as terror begins its reign, the hope of adventure seems as far from reality as the hope of being rescued. Labeled a parable, an allegory, a myth, a morality tale, a parody, a political treatise, even a vision of the apocalypse, Lord of the Flies is perhaps our most memorable novel about “the end of innocence, the darkness of man’s heart.”'), ('authors', OrderedDict([('author', OrderedDict([('id', '306'), ('name', 'William Golding'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1198342496p5/306.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1198342496p2/306.jpg')])), ('link', 'https://www.goodreads.com/author/show/306.William_Golding'), ('average_rating', '3.68'), ('ratings_count', '2231910'), ('text_reviews_count', '37832')]))])), ('published', '1999'), ('work', OrderedDict([('id', '2766512'), ('uri', 'kca://work/amzn1.gr.work.v1.mylCQ2vLQs_kZba8SrXsZg')]))])",4,,,Tue Jun 23 17:26:34 -0700 2020,Thu Jul 09 19:11:12 -0700 2020,https://www.goodreads.com/review/show/3407741912,Lord of the Flies,306,William Golding,2020-07-09,2020-05-01,2020-05-01,2020-06-23,<tr><td><a href='https://www.goodreads.com/review/show/3407741912'>Lord of the Flies</a></td></tr>
27,3407741603,"OrderedDict([('id', OrderedDict([('@type', 'integer'), ('#text', '2998')])), ('isbn', '0517189607'), ('isbn13', '9780517189603'), ('text_reviews_count', OrderedDict([('@type', 'integer'), ('#text', '12507')])), ('uri', 'kca://book/amzn1.gr.book.v1.-Yu5KHr8IQYAK0jK10dTJQ'), ('title', 'The Secret Garden'), ('title_without_series', 'The Secret Garden'), ('image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873635l/2998._SX98_.jpg'), ('small_image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873635l/2998._SY75_.jpg'), ('large_image_url', None), ('link', 'https://www.goodreads.com/book/show/2998.The_Secret_Garden'), ('num_pages', '331'), ('format', 'Hardcover'), ('edition_information', None), ('publisher', ""Children's Classics""), ('publication_day', '1'), ('publication_year', '1998'), ('publication_month', '9'), ('average_rating', '4.14'), ('ratings_count', '865378'), ('description', '""One of the most delightful and enduring classics of children\'s literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911. <br /> <br />The plot centers round Mary Lennox, a young English girl who returns to England from India, having suffered the immense trauma by losing both her parents in a cholera epidemic. However, her memories of her parents are not pleasant, as they were a selfish, neglectful and pleasure-seeking couple. Mary is given to the care of her uncle Archibald Craven, whom she has never met. She travels to his home, Misselthwaite Manor located in the gloomy Yorkshire, a vast change from the sunny and warm climate she was used to. When she arrives, she is a rude, stubborn and given to stormy temper tantrums. However, her nature undergoes a gradual transformation when she learns of the tragedies that have befallen her strict and disciplinarian uncle whom she earlier feared and despised. Once when he\'s away from home, Mary discovers a charming walled garden which is always kept locked. The mystery deepens when she hears sounds of sobbing from somewhere within her uncle\'s vast mansion. The kindly servants ignore her queries or pretend they haven\'t heard, spiking Mary\'s curiosity. <br /> <br />The Secret Garden appeals to both young and old alike. It has wonderful elements of mystery, spirituality, charming characters and an authentic rendering of childhood emotions and experiences. Commonsense, truth and kindness, compassion and a belief in the essential goodness of human beings lie at the heart of this unforgettable story. It is the best known of Frances Hodgson Burnett\'s works, though most of us have definitely heard of, if not read, her other novel Little Lord Fauntleroy. <br /> <br />The book has been adapted extensively on stage, film and television and translated into all the world\'s major languages. In 1991, a Japanese anime version was launched for television in Japan. It remains a popular and beloved story of a child\'s journey into maturity, and a must-read for every child, parent, teacher and anyone who would enjoy this fascinating glimpse of childhood. One of the most delightful and enduring classics of children\'s literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911."" <br />'), ('authors', OrderedDict([('author', OrderedDict([('id', '2041'), ('name', 'Frances Hodgson Burnett'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1197934848p5/2041.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1197934848p2/2041.jpg')])), ('link', 'https://www.goodreads.com/author/show/2041.Frances_Hodgson_Burnett'), ('average_rating', '4.14'), ('ratings_count', '1177587'), ('text_reviews_count', '28242')]))])), ('published', '1998'), ('work', OrderedDict([('id', '3186437'), ('uri', 'kca://work/amzn1.gr.work.v1.63Qg_3M6esESm_90XodD4A')]))])",4,,,Tue Jun 23 17:26:21 -0700 2020,Tue Jun 23 17:26:21 -0700 2020,https://www.goodreads.com/review/show/3407741603,The Secret Garden,2041,Frances Hodgson Burnett,2020-06-23,2020-05-01,2020-05-01,2020-06-23,<tr><td><a href='https://www.goodreads.com/review/show/3407741603'>The Secret Garden</a></td></tr>
28,3407741109,"OrderedDict([('id', OrderedDict([('@type', 'integer'), ('#text', '157993')])), ('isbn', OrderedDict([('@nil', 'true')])), ('isbn13', OrderedDict([('@nil', 'true')])), ('text_reviews_count', OrderedDict([('@type', 'integer'), ('#text', '23719')])), ('uri', 'kca://book/amzn1.gr.book.v1.UOzV_dE308M_I5mJxsCmsA'), ('title', 'The Little Prince'), ('title_without_series', 'The Little Prince'), ('image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367545443l/157993._SX98_.jpg'), ('small_image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367545443l/157993._SY75_.jpg'), ('large_image_url', None), ('link', 'https://www.goodreads.com/book/show/157993.The_Little_Prince'), ('num_pages', '93'), ('format', 'Paperback'), ('edition_information', None), ('publisher', 'Harcourt, Inc.'), ('publication_day', '29'), ('publication_year', '2000'), ('publication_month', '6'), ('average_rating', '4.31'), ('ratings_count', '1300301'), ('description', 'Moral allegory and spiritual autobiography, The Little Prince is the most translated book in the French language. With a timeless charm it tells the story of a little boy who leaves the safety of his own tiny planet to travel the universe, learning the vagaries of adult behaviour through a series of extraordinary encounters. His personal odyssey culminates in a voyage to Earth and further adventures.'), ('authors', OrderedDict([('author', OrderedDict([('id', '1020792'), ('name', 'Antoine de Saint-Exupéry'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1330853515p5/1020792.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1330853515p2/1020792.jpg')])), ('link', 'https://www.goodreads.com/author/show/1020792.Antoine_de_Saint_Exup_ry'), ('average_rating', '4.30'), ('ratings_count', '1335087'), ('text_reviews_count', '40670')]))])), ('published', '2000'), ('work', OrderedDict([('id', '2180358'), ('uri', 'kca://work/amzn1.gr.work.v1.F958pAbwgIwD68AA4MkC3A')]))])",4,,,Tue Jun 23 17:25:58 -0700 2020,Thu Jul 09 19:01:42 -0700 2020,https://www.goodreads.com/review/show/3407741109,The Little Prince,1020792,Antoine de Saint-Exupéry,2020-07-09,2020-05-01,2020-05-01,2020-06-23,<tr><td><a href='https://www.goodreads.com/review/show/3407741109'>The Little Prince</a></td></tr>
29,3407739537,"OrderedDict([('id', OrderedDict([('@type', 'integer'), ('#text', '1162543')])), ('isbn', '031606792X'), ('isbn13', '9780316067928'), ('text_reviews_count', OrderedDict([('@type', 'integer'), ('#text', '43704')])), ('uri', 'kca://book/amzn1.gr.book.v1.IbwK04dpXq1GUVbwYB4SNQ'), ('title', 'Breaking Dawn (Twilight, #4)'), ('title_without_series', 'Breaking Dawn'), ('image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039438l/1162543._SX98_.jpg'), ('small_image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039438l/1162543._SY75_.jpg'), ('large_image_url', None), ('link', 'https://www.goodreads.com/book/show/1162543.Breaking_Dawn'), ('num_pages', '756'), ('format', 'Hardcover'), ('edition_information', 'First Edition'), ('publisher', 'Little, Brown and Company'), ('publication_day', '2'), ('publication_year', '2008'), ('publication_month', '8'), ('average_rating', '3.69'), ('ratings_count', '1289635'), ('description', '<b>""Don\'t be afraid,"" I murmured. ""We belong together.""<br />I was abruptly overwhelmed by the truth of my own words. <br />This moment was so perfect, so right, there was no way to doubt it.<br />His arms wrapped around me,<br />holding me against him....<br />It felt like every nerve ending in my body was a live wire.<br />""Forever,"" he agreed.</b><br /><br />WHEN YOU LOVED THE ONE WHO WAS KILLING YOU, IT LEFT YOU NO OPTIONS. How could you run, how could you fight, when doing so would hurt that beloved one? If your life was all you had to give, how could you not give it? If it was someone you truly loved?<br /><br />TO BE IRREVOCABLY IN LOVE WITH A VAMPIRE is both fantasy and nightmare woven into a dangerously heightened reality for Bella Swan. Pulled in one direction by her intense passion for Edward Cullen, and in another by her profound connection to werewolf Jacob Black, a tumultuous year of temptation, loss, and strife have led her to the ultimate turning point. Her imminent choice to either join the dark but seductive world of immortals or to pursue a fully human life has become the thread from which the fates of two tribes hangs.<br /><br />NOW THAT BELLA HAS MADE HER DECISION, a startling chain of unprecedented events is about to unfold with potentially devastating, and unfathomable, consequences. Just when the frayed strands of Bella\'s life - first discovered in <i>Twilight</i>, then scattered and torn in <i>New Moon</i> and <i>Eclipse</i> - seem ready to heal and knit together, could they be destroyed... forever?<br /><br />THE ASTONISHING, BREATHLESSLY anticipated conclusion to the Twilight Saga, <i>Breaking Dawn</i> illuminates the secrets and mysteries of this spellbinding romantic epic that has entranced millions.'), ('authors', OrderedDict([('author', OrderedDict([('id', '941441'), ('name', 'Stephenie Meyer'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/f_200x266-3061b784cc8e7f021c6430c9aba94587.png')])), ('small_image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png')])), ('link', 'https://www.goodreads.com/author/show/941441.Stephenie_Meyer'), ('average_rating', '3.65'), ('ratings_count', '10550815'), ('text_reviews_count', '317663')]))])), ('published', '2008'), ('work', OrderedDict([('id', '2960529'), ('uri', 'kca://work/amzn1.gr.work.v1.xP6iGogq7HD98dx88kJDog')]))])",2,,,Tue Jun 23 17:24:42 -0700 2020,Thu Jul 09 19:09:58 -0700 2020,https://www.goodreads.com/review/show/3407739537,Breaking Dawn,941441,Stephenie Meyer,2020-07-09,2020-05-01,2020-05-01,2020-06-23,<tr><td><a href='https://www.goodreads.com/review/show/3407739537'>Breaking Dawn</a></td></tr>
30,3407739404,"OrderedDict([('id', OrderedDict([('@type', 'integer'), ('#text', '428263')])), ('isbn', '0316160202'), ('isbn13', '9780316160209'), ('text_reviews_count', OrderedDict([('@type', 'integer'), ('#text', '34132')])), ('uri', 'kca://book/amzn1.gr.book.v1.pz8Z_QjrdiX_lE1SPb4VKQ'), ('title', 'Eclipse (Twilight, #3)'), ('title_without_series', 'Eclipse'), ('image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038355l/428263._SX98_.jpg'), ('small_image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038355l/428263._SY75_.jpg'), ('large_image_url', None), ('link', 'https://www.goodreads.com/book/show/428263.Eclipse'), ('num_pages', '629'), ('format', 'Hardcover'), ('edition_information', 'First Edition'), ('publisher', 'Little, Brown and Company'), ('publication_day', '7'), ('publication_year', '2007'), ('publication_month', '8'), ('average_rating', '3.69'), ('ratings_count', '1387479'), ('description', '<b>""BELLA?""<br />Edward\'s soft voice came from behind me. I turned to see him spring lightly up the porch steps, his hair windblown from running. He pulled me into his arms at once, just like he had in the parking lot, and kissed me again.<br />This kiss frightened me. There was too much tension, too strong an edge to the way his lips crushed mine - like he was afraid we had only so much time left to us.</b><br /><br />As Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge, Bella once again finds herself surrounded by danger. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob - knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella has one more decision to make: life or death. But which is which?<br /><br />READERS CAPTIVATED BY <i>Twilight</i> AND <i>New Moon</i> will eagerly devour <i>Eclipse</i>, the much-anticipated third book in Stephenie Meyer\'s riveting vampire love saga.'), ('authors', OrderedDict([('author', OrderedDict([('id', '941441'), ('name', 'Stephenie Meyer'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/f_200x266-3061b784cc8e7f021c6430c9aba94587.png')])), ('small_image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png')])), ('link', 'https://www.goodreads.com/author/show/941441.Stephenie_Meyer'), ('average_rating', '3.65'), ('ratings_count', '10550815'), ('text_reviews_count', '317663')]))])), ('published', '2007'), ('work', OrderedDict([('id', '2675454'), ('uri', 'kca://work/amzn1.gr.work.v1.IwzpEvvlhAc8tuScGbwg8g')]))])",3,,,Tue Jun 23 17:24:36 -0700 2020,Thu Jul 09 19:11:40 -0700 2020,https://www.goodreads.com/review/show/3407739404,Eclipse,941441,Stephenie Meyer,2020-07-09,2020-05-01,2020-05-01,2020-06-23,<tr><td><a href='https://www.goodreads.com/review/show/3407739404'>Eclipse</a></td></tr>
31,3407739271,"OrderedDict([('id', OrderedDict([('@type', 'integer'), ('#text', '49041')])), ('isbn', '0316160199'), ('isbn13', '9780316160193'), ('text_reviews_count', OrderedDict([('@type', 'integer'), ('#text', '42763')])), ('uri', 'kca://book/amzn1.gr.book.v1.g1Os7AXGqAOo89211CQ8sQ'), ('title', 'New Moon (Twilight, #2)'), ('title_without_series', 'New Moon'), ('image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039440l/49041._SX98_.jpg'), ('small_image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039440l/49041._SY75_.jpg'), ('large_image_url', None), ('link', 'https://www.goodreads.com/book/show/49041.New_Moon'), ('num_pages', '563'), ('format', 'Hardcover'), ('edition_information', 'First Edition'), ('publisher', 'Little, Brown and Company'), ('publication_day', '6'), ('publication_year', '2006'), ('publication_month', '9'), ('average_rating', '3.53'), ('ratings_count', '1425406'), ('description', '<i>There is an alternate cover edition for this ISBN13 <a href=""https://www.goodreads.com/book/show/22857914"" rel=""nofollow"">here</a>.</i> <br /><br /><b>I knew we were both in mortal danger. Still, in that instant, I felt <i>well</i>. Whole. I could feel my heart racing in my chest, the blood pulsing hot and fast through my veins again. My lungs filled deep with the sweet scent that came off his skin. It was like there had never been any hole in my chest. I was perfect - not healed, but as if there had never been a wound in the first place. </b><br /><br />I FELT LIKE I WAS TRAPPED IN ONE OF THOSE TERRIFYING NIGHTMARES, the one where you have to run, run till your lungs burst, but you can\'t make your body move fast enough.... But this was no dream, and, unlike the nightmare, I wasn\'t running for my life; I was racing to save something infinitely more precious. My own life meant little to me today. <br /><br />FOR BELLA SWAN THERE IS ONE THING more important than life itself: Edward Cullen. But being in love with a vampire is even more dangerous than Bella could ever have imagined. Edward has already rescued Bella from the clutches of one evil vampire, but now, as their daring relationship threatens all that is near and dear to them, they realize their troubles may be just beginning....<br /><br />LEGIONS OF READERS ENTRANCED BY THE <i>New York Times</i> bestseller <i>Twilight</i> are hungry for the continuing story of star-crossed lovers Bell and Edward. In <i>New Moon</i>, Stephanie Meyer delivers another irresistible combination of romance and suspense with a supernatural spin. passionate, riveting, and full of surprising twists and turns, this vampire love saga is well on its way to literary immortality.'), ('authors', OrderedDict([('author', OrderedDict([('id', '941441'), ('name', 'Stephenie Meyer'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/f_200x266-3061b784cc8e7f021c6430c9aba94587.png')])), ('small_image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png')])), ('link', 'https://www.goodreads.com/author/show/941441.Stephenie_Meyer'), ('average_rating', '3.65'), ('ratings_count', '10550815'), ('text_reviews_count', '317663')]))])), ('published', '2006'), ('work', OrderedDict([('id', '3203964'), ('uri', 'kca://work/amzn1.gr.work.v1.1fzgJvmQrkvntdirmyYMoA')]))])",3,,,Tue Jun 23 17:24:30 -0700 2020,Thu Jul 09 19:11:57 -0700 2020,https://www.goodreads.com/review/show/3407739271,New Moon,941441,Stephenie Meyer,2020-07-09,2020-05-01,2020-05-01,2020-06-23,<tr><td><a href='https://www.goodreads.com/review/show/3407739271'>New Moon</a></td></tr>
32,3407739114,"OrderedDict([('id', OrderedDict([('@type', 'integer'), ('#text', '41865')])), ('isbn', '0316015849'), ('isbn13', '9780316015844'), ('text_reviews_count', OrderedDict([('@type', 'integer'), ('#text', '96288')])), ('uri', 'kca://book/amzn1.gr.book.v1.v0ZqZFRkizei9mByA-3BpA'), ('title', 'Twilight (Twilight, #1)'), ('title_without_series', 'Twilight'), ('image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039443l/41865._SX98_.jpg'), ('small_image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039443l/41865._SY75_.jpg'), ('large_image_url', None), ('link', 'https://www.goodreads.com/book/show/41865.Twilight'), ('num_pages', '501'), ('format', 'Paperback'), ('edition_information', None), ('publisher', 'Little, Brown and Company'), ('publication_day', '6'), ('publication_year', '2006'), ('publication_month', '9'), ('average_rating', '3.59'), ('ratings_count', '4841421'), ('description', ""About three things I was absolutely positive.<br /><br />First, Edward was a vampire.<br /><br />Second, there was a part of him—and I didn't know how dominant that part might be—that thirsted for my blood.<br /><br />And third, I was unconditionally and irrevocably in love with him.<br /><br />Deeply seductive and extraordinarily suspenseful, Twilight is a love story with bite.""), ('authors', OrderedDict([('author', OrderedDict([('id', '941441'), ('name', 'Stephenie Meyer'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/f_200x266-3061b784cc8e7f021c6430c9aba94587.png')])), ('small_image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png')])), ('link', 'https://www.goodreads.com/author/show/941441.Stephenie_Meyer'), ('average_rating', '3.65'), ('ratings_count', '10550815'), ('text_reviews_count', '317663')]))])), ('published', '2006'), ('work', OrderedDict([('id', '3212258'), ('uri', 'kca://work/amzn1.gr.work.v1.f8lFp92oAIBHtSmSo4txRg')]))])",3,,,Tue Jun 23 17:24:23 -0700 2020,Thu Jul 09 19:12:15 -0700 2020,https://www.goodreads.com/review/show/3407739114,Twilight,941441,Stephenie Meyer,2020-07-09,2020-05-01,2020-05-01,2020-06-23,<tr><td><a href='https://www.goodreads.com/review/show/3407739114'>Twilight</a></td></tr>
33,3407737357,"OrderedDict([('id', OrderedDict([('@type', 'integer'), ('#text', '138134')])), ('isbn', '0679601082'), ('isbn13', '9780679601081'), ('text_reviews_count', OrderedDict([('@type', 'integer'), ('#text', '198')])), ('uri', 'kca://book/amzn1.gr.book.v1.jHhIqJDxfidTucKwK0_KDA'), ('title', 'The Complete Poems'), ('title_without_series', 'The Complete Poems'), ('image_url', 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png'), ('small_image_url', 'https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png'), ('large_image_url', None), ('link', 'https://www.goodreads.com/book/show/138134.The_Complete_Poems'), ('num_pages', '416'), ('format', 'Hardcover'), ('edition_information', None), ('publisher', 'Modern Library'), ('publication_day', '26'), ('publication_year', '1994'), ('publication_month', '4'), ('average_rating', '4.25'), ('ratings_count', '21022'), ('description', None), ('authors', OrderedDict([('author', OrderedDict([('id', '11978'), ('name', 'John Keats'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1198548090p5/11978.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1198548090p2/11978.jpg')])), ('link', 'https://www.goodreads.com/author/show/11978.John_Keats'), ('average_rating', '4.18'), ('ratings_count', '52199'), ('text_reviews_count', '2247')]))])), ('published', '1994'), ('work', OrderedDict([('id', '1701632'), ('uri', 'kca://work/amzn1.gr.work.v1.-Q9Xhp8Zo5zxZHg4prI2AQ')]))])",3,,,Tue Jun 23 17:23:06 -0700 2020,Thu Jul 09 19:12:35 -0700 2020,https://www.goodreads.com/review/show/3407737357,The Complete Poems,11978,John Keats,2020-07-09,2020-05-01,2020-05-01,2020-06-23,<tr><td><a href='https://www.goodreads.com/review/show/3407737357'>The Complete Poems</a></td></tr>
34,3407736219,"OrderedDict([('id', OrderedDict([('@type', 'integer'), ('#text', '890')])), ('isbn', '0142000671'), ('isbn13', '9780142000670'), ('text_reviews_count', OrderedDict([('@type', 'integer'), ('#text', '26366')])), ('uri', 'kca://book/amzn1.gr.book.v1.qtwvMU3sqr2Wph0NOU770w'), ('title', 'Of Mice and Men'), ('title_without_series', 'Of Mice and Men'), ('image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511302904l/890._SX98_.jpg'), ('small_image_url', 'https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511302904l/890._SX50_.jpg'), ('large_image_url', None), ('link', 'https://www.goodreads.com/book/show/890.Of_Mice_and_Men'), ('num_pages', '103'), ('format', 'Paperback'), ('edition_information', 'Steinbeck Centennial Edition, US / CAN Edition'), ('publisher', 'Penguin Books'), ('publication_day', '8'), ('publication_year', '2002'), ('publication_month', '1'), ('average_rating', '3.87'), ('ratings_count', '1900585'), ('description', 'The compelling story of two outsiders striving to find their place in an unforgiving world. <br /><br />Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream -- a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. <br /><br />Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, <i>Of Mice and Men</i> has proved one of Steinbeck’s most popular works, achieving success as a novel, a Broadway play and three acclaimed films.'), ('authors', OrderedDict([('author', OrderedDict([('id', '585'), ('name', 'John Steinbeck'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1182118389p5/585.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1182118389p2/585.jpg')])), ('link', 'https://www.goodreads.com/author/show/585.John_Steinbeck'), ('average_rating', '3.94'), ('ratings_count', '3673595'), ('text_reviews_count', '103115')]))])), ('published', '2002'), ('work', OrderedDict([('id', '40283'), ('uri', 'kca://work/amzn1.gr.work.v1.eBaTt5IH0gu2aaYbJLCgog')]))])",3,,,Tue Jun 23 17:22:12 -0700 2020,Thu Jul 09 19:12:57 -0700 2020,https://www.goodreads.com/review/show/3407736219,Of Mice and Men,585,John Steinbeck,2020-07-09,2020-05-01,2020-05-01,2020-06-23,<tr><td><a href='https://www.goodreads.com/review/show/3407736219'>Of Mice and Men</a></td></tr>
